epoch,loss,sparse_categorical_accuracy,val_loss,val_sparse_categorical_accuracy
0,1.6553287506103516,0.5040000081062317,14412827.0,0.11800000071525574
1,0.7735644578933716,0.7264999747276306,85576.3515625,0.12600000202655792
2,0.5463377237319946,0.8112499713897705,19966.8515625,0.12600000202655792
3,0.4645666480064392,0.8397499918937683,23729.51953125,0.11800000071525574
4,0.4690656363964081,0.8305000066757202,1138.7984619140625,0.11800000071525574
5,0.38574376702308655,0.8627499938011169,30.764604568481445,0.11800000071525574
6,0.344050794839859,0.878250002861023,22.9171085357666,0.1120000034570694
7,0.32437974214553833,0.8805000185966492,52.54310607910156,0.1120000034570694
8,0.3248038589954376,0.8870000243186951,12.81566333770752,0.12600000202655792
9,0.3062989115715027,0.8887500166893005,14.063533782958984,0.12600000202655792
10,0.261168897151947,0.9012500047683716,14.172423362731934,0.12600000202655792
11,0.2999613285064697,0.8945000171661377,9.333810806274414,0.12600000202655792
12,0.25311315059661865,0.9089999794960022,6.3405256271362305,0.13300000131130219
13,0.2402450144290924,0.9102500081062317,6.478249549865723,0.11400000005960464
14,0.2134292721748352,0.921999990940094,4.433437824249268,0.11900000274181366
15,0.2038961499929428,0.9202499985694885,2.839096784591675,0.21400000154972076
16,0.19337867200374603,0.9262499809265137,2.8984580039978027,0.22499999403953552
17,0.19008661806583405,0.9277499914169312,3.71588134765625,0.20000000298023224
18,0.18396489322185516,0.9302499890327454,4.818971633911133,0.1889999955892563
19,0.1821296066045761,0.9347500205039978,5.192089557647705,0.14800000190734863
20,0.19126513600349426,0.9275000095367432,5.899567604064941,0.1379999965429306
21,0.18650823831558228,0.9302499890327454,7.101734161376953,0.13699999451637268
22,0.1820039302110672,0.934499979019165,6.535053730010986,0.1860000044107437
23,0.17546623945236206,0.937749981880188,6.382996082305908,0.14100000262260437
24,0.16687797009944916,0.9419999718666077,5.511218547821045,0.2029999941587448
25,0.16363400220870972,0.9390000104904175,4.3999342918396,0.26100000739097595
26,0.17566831409931183,0.934249997138977,3.3486437797546387,0.3479999899864197
27,0.16476036608219147,0.9412500262260437,3.3853554725646973,0.36899998784065247
28,0.16135041415691376,0.9402499794960022,2.9739794731140137,0.39100000262260437
29,0.16570737957954407,0.9394999742507935,2.7081527709960938,0.43299999833106995
30,0.14780481159687042,0.9457499980926514,4.277241230010986,0.2540000081062317
31,0.15089143812656403,0.9492499828338623,6.181354999542236,0.1860000044107437
32,0.15600703656673431,0.9467499852180481,3.2741315364837646,0.35199999809265137
33,0.14697331190109253,0.9419999718666077,1.2377997636795044,0.6420000195503235
34,0.15846070647239685,0.9434999823570251,1.9127877950668335,0.5540000200271606
35,0.15031872689723969,0.9442499876022339,2.6107566356658936,0.4659999907016754
36,0.14833204448223114,0.9470000267028809,2.408506393432617,0.5
37,0.14580021798610687,0.9447500109672546,2.3115689754486084,0.5149999856948853
38,0.1430361121892929,0.9470000267028809,1.1841511726379395,0.6579999923706055
39,0.13829925656318665,0.9482499957084656,1.217320203781128,0.656000018119812
40,0.14558003842830658,0.9490000009536743,1.776374101638794,0.5389999747276306
41,0.12852804362773895,0.9470000267028809,1.3387298583984375,0.6140000224113464
42,0.14139260351657867,0.949999988079071,0.5880789756774902,0.7789999842643738
43,0.13846740126609802,0.9477499723434448,1.9591758251190186,0.5989999771118164
44,0.1276533454656601,0.9545000195503235,2.610950231552124,0.5040000081062317
45,0.13772812485694885,0.9492499828338623,3.9939639568328857,0.37599998712539673
46,0.12714940309524536,0.9517499804496765,2.720550775527954,0.4749999940395355
47,0.13037832081317902,0.9520000219345093,2.3657469749450684,0.5180000066757202
48,0.12748099863529205,0.9559999704360962,3.4969046115875244,0.48100000619888306
49,0.11762093752622604,0.9549999833106995,5.378176689147949,0.41600000858306885
50,0.11844082176685333,0.953000009059906,1.9077140092849731,0.6000000238418579
51,0.13063611090183258,0.953249990940094,5.223453998565674,0.44699999690055847
52,0.122559554874897,0.9542499780654907,0.5518543124198914,0.8289999961853027
53,0.11726496368646622,0.9587500095367432,0.5861733555793762,0.8320000171661377
54,0.12686237692832947,0.953000009059906,1.9923666715621948,0.5270000100135803
55,0.13000255823135376,0.9547500014305115,0.9686785936355591,0.6880000233650208
56,0.10893163830041885,0.9599999785423279,0.9433286190032959,0.7080000042915344
57,0.11132292449474335,0.9592499732971191,1.0614855289459229,0.6980000138282776
58,0.11658885329961777,0.9545000195503235,2.351733446121216,0.5220000147819519
59,0.10503781586885452,0.9624999761581421,1.8154841661453247,0.5720000267028809
60,0.12001992762088776,0.9539999961853027,10.038728713989258,0.3310000002384186
61,0.1017872616648674,0.9662500023841858,7.4743876457214355,0.37700000405311584
62,0.10742195695638657,0.9612500071525574,7.733710289001465,0.27900001406669617
63,0.11700389534235,0.9570000171661377,7.368255138397217,0.15299999713897705
64,0.09692401438951492,0.9660000205039978,7.351932525634766,0.1850000023841858
65,0.08947693556547165,0.9679999947547913,7.655345439910889,0.25099998712539673
66,0.09475107491016388,0.965749979019165,8.704150199890137,0.33799999952316284
67,0.08105246722698212,0.9727500081062317,7.966396808624268,0.39399999380111694
68,0.08307621628046036,0.9739999771118164,6.038933277130127,0.40700000524520874
69,0.08747609704732895,0.9679999947547913,4.20426082611084,0.45899999141693115
70,0.08050098270177841,0.9695000052452087,2.568251848220825,0.5600000023841858
71,0.08474761992692947,0.9679999947547913,1.2190284729003906,0.7269999980926514
72,0.07201340794563293,0.9735000133514404,0.769668459892273,0.8240000009536743
73,0.08457417786121368,0.9712499976158142,0.4671594798564911,0.8920000195503235
74,0.08593712002038956,0.9704999923706055,0.5607805252075195,0.8629999756813049
75,0.07699472457170486,0.971750020980835,0.6836141347885132,0.8410000205039978
76,0.07996316254138947,0.9712499976158142,0.5282748937606812,0.8730000257492065
77,0.08505402505397797,0.9670000076293945,0.5243257880210876,0.8709999918937683
78,0.07762628048658371,0.9722499847412109,0.473849356174469,0.8799999952316284
79,0.0734209418296814,0.9745000004768372,0.35507330298423767,0.9070000052452087
80,0.07438404858112335,0.9727500081062317,0.3317549526691437,0.9110000133514404
81,0.08018960803747177,0.971750020980835,0.31743067502975464,0.9129999876022339
82,0.0734596848487854,0.9757500290870667,0.4052494466304779,0.8960000276565552
83,0.08516005426645279,0.9667500257492065,0.3926883637905121,0.8939999938011169
84,0.07621411979198456,0.9729999899864197,0.48670530319213867,0.878000020980835
85,0.0659671276807785,0.9760000109672546,0.5604380369186401,0.859000027179718
86,0.07184334099292755,0.9737499952316284,0.500808596611023,0.878000020980835
87,0.06564267724752426,0.9757500290870667,0.3694215416908264,0.8999999761581421
88,0.06986993551254272,0.9742500185966492,0.30331194400787354,0.9229999780654907
89,0.07218820601701736,0.9747499823570251,0.28874167799949646,0.9240000247955322
90,0.0756014809012413,0.9692500233650208,0.2962995171546936,0.9169999957084656
91,0.07475383579730988,0.9735000133514404,0.3277394771575928,0.9129999876022339
92,0.07366934418678284,0.9735000133514404,0.32335925102233887,0.9190000295639038
93,0.0733993723988533,0.9735000133514404,0.3885684609413147,0.8989999890327454
94,0.06843271106481552,0.9767500162124634,0.36683961749076843,0.9039999842643738
95,0.07026619464159012,0.9737499952316284,0.2692877948284149,0.9269999861717224
96,0.06904418766498566,0.9747499823570251,0.3289511799812317,0.9120000004768372
97,0.06622955203056335,0.9767500162124634,0.4053729176521301,0.8980000019073486
98,0.06970984488725662,0.9742500185966492,0.38119038939476013,0.906000018119812
99,0.06621210277080536,0.9772499799728394,0.3176875114440918,0.9089999794960022
